x,y
1.4094453226399253,5.275026470716826
-9.337376514754263,212.62514567444902
-6.951290908223804,124.7215160748765
3.781496938252122,20.27957970039816
-5.841268611218206,93.03406123799381
-7.771291620451645,148.2697404628324
1.8824127225166176,2.7569753883205057
8.98015795906618,139.27079004019112
-8.010547967741587,156.43588479482338
-9.363489793957422,204.62559131523923
7.893621798097179,103.41637093539197
7.107945270180672,85.42978798288576
5.4680703062119385,43.58032263820763
-3.4049521906801905,40.845615331725185
-0.8824734971445345,13.472288220277683
1.4686269540081938,7.624290452771305
8.766548729248292,134.47231606401866
6.56117068310607,67.66168374873934
7.4839109880236805,97.45784991403615
-1.1921998569472958,14.450502601270912
7.59675102054312,98.09193491579646
-6.434146349810009,110.26668957621877
-8.204410684570394,168.04059391247444
7.992650765389502,109.32012699361431
5.823225859567893,50.780795005120865
5.761268275122495,47.60033105553513
-5.821636855187551,84.7301337103593
3.78255190941341,26.887134927190587
0.955292062678982,5.613775284387466
-4.629854266045463,57.49121478917621
-2.1428141956743385,18.009910383899335
0.0416397006879059,8.976834735800963
6.590654061731971,70.82680373083038
-4.592807110927244,57.081201272931345
-3.6966916650962016,37.680461737398744
-1.5734274522145952,18.77432689395784
6.671401619690847,77.28433943479008
-2.98371995654517,25.23309513942904
4.620170192897415,33.048038502148614
5.791421883633989,55.36398673376139
-6.557117247269632,105.47721274120332
-7.841899228943285,155.96857157113465
-2.2965487557114734,24.786365660066217
-9.594053204832129,216.47376293036126
-4.340438367231812,68.7319916674372
5.144573199484254,44.98963097784784
9.402594344646364,154.0645231501842
-1.5226368639293693,14.272605232269136
9.780170751658936,160.92884817128473
9.613011717471444,161.2332364023445
-9.004854046820034,191.43079495991614
-8.603728550451972,179.58306576741583
-8.010488906181843,168.63645355161725
0.5004537143318473,4.8032071645386845
-2.361169675114942,24.45483539664484
7.205131784132341,91.83543684490115
-2.160879364075048,22.629789279544756
7.775740072872999,105.05504483254435
3.157004978819044,23.541893610477466
-0.571270497895819,12.118622588848188
-8.590584123924366,178.71863854228684
-3.848467948344185,49.11924008484231
-9.988547310578355,235.1919085094234
-2.306250491212798,16.176628709722454
-8.128648208511674,165.03801951767684
-3.441143759515799,30.922318625627994
1.4383613214905822,2.322477705810363
1.3308336058701737,11.928998378103168
5.269311975439649,33.83748276059603
0.6977441639463287,13.350081814507298
1.8809883292170948,5.724844594013748
-7.1279773406409515,123.94560722318087
5.180441855845338,40.392235038266016
-8.26694673803048,161.99362678390588
-9.473090083985607,211.3349327780477
-7.98482793742584,157.41167096774606
-1.5097392720878453,15.036523284468535
3.9623628801600184,24.885103092328542
-3.333792097700174,40.15500924073169
-9.106071638258245,191.22636694972005
4.6696160477219095,24.037294839309055
-4.1286254238550075,50.051540372858874
9.66691848372147,158.72784918098682
3.0525188074214746,12.475349065377413
8.765575054502996,127.49616813163905
-1.339753743391869,20.265318267940344
6.57287490255213,78.68565897094629
1.5490842521615562,8.179174155267452
-5.8028513948904425,82.45869888006257
-2.26270199543146,20.706815098795012
-5.421392334677035,83.64042479180232
6.7522207405706425,78.3966719465182
0.000864212982492063,5.8879320814239176
2.987656523281256,15.60319807761908
-2.7997658584352454,35.41127350651543
-3.7221637646295447,45.40542610296722
-2.9851778393206523,35.76852185666668
1.6573838269398262,3.7389013146371024
2.278313829505583,-6.632749961329832
-7.7358471919904215,153.60762650483375
4.475683535742096,37.78028537274893
-0.07175796384893474,-3.457071878574803
7.393839386228539,101.45947790748168
-1.1959461768837691,13.516651524307226
-6.948249156969865,118.6309471100335
-4.779483606149766,62.26728411151734
-4.437292729288156,64.70821344160849
4.219105620842996,24.673001373151646
9.185674740499259,147.31439143474495
3.4858730704763055,21.018959768456035
9.915288964194819,177.97301798718584
3.224099251298556,11.30501920275488
2.856558210061957,5.072213906489338
-0.10945234639403623,5.399722805100861
7.040161823316012,87.33869812966252
-8.312625072319417,173.6650634541864
7.889604302320066,111.0050303150651
6.3855755013654125,61.573314380532025
8.643434228942944,134.09152084800687
4.022858404545264,22.971231731771265
-8.569097615903043,174.20530340600658
6.367043035827457,68.56216560475981
-4.375867440488643,49.90006321021812
3.202826515269244,17.592505221749224
1.5549137204931451,2.372608444939912
8.83759698111291,142.73195967076646
3.955385850943408,31.886570478636145
5.331243994091828,44.4165826046574
-1.6885414650235795,21.18037942674658
2.319274488885414,12.8454293236184
-0.29272517008413246,-9.299269617380716
-5.452191330857543,83.73598789120958
4.138614112628392,26.018132444920678
-7.507342453312466,147.2817358206168
7.530766210521033,94.59027466552058
-1.5285088591067382,16.57393434600728
1.8796078096155924,10.522450032642219
-0.1393348643057042,-1.101839131771439
-3.2628370070149826,35.65523259627509
-3.8061394900797456,53.799940310950106
-8.103760512757248,161.1175714550157
-9.776946965244239,237.21692095443694
0.8669625809819443,1.60052567828486
8.660665324953094,134.6589256779548
2.9803635258778165,9.897379866210883
-8.867889251162367,186.60696131291598
-0.7445681322811204,15.002624748741242
8.01329117335472,105.35291567273774
-9.16836185495699,201.3596503690856
-6.207221054732372,90.44450743340926
4.081479662640607,22.369343989884285
1.614592084716426,-0.3590116355518411
-3.7473578393254003,35.69357333282474
0.9511897354192946,-1.5631996195163103
0.3085877508259216,8.524501840776875
8.421057045182017,112.36550464898099
6.42650523590553,58.89573986078711
6.637805631857962,67.15799320064082
7.3186805924944025,104.26242993177353
-6.4515554878088555,114.67684123747019
